CODIGO_IES,NOME_IES,TIPO_CATEGORIA_ADM,SIGLA_IES,TIPO_ORG_ACADEMICA
16934,Faculdade Melies de Tecnologia,Privada com fins lucrativos,Melies,Faculdade
16948,Faculdade 28 de Agosto de Ensino e Pesquisa,Privada sem fins lucrativos,28 de Agosto,Faculdade
16964,Faculdade de Tecnologia de Horizonte,Privada com fins lucrativos,FATHOR,Faculdade
16967,FACULDADE SENAI RIO,Privada sem fins lucrativos,,Faculdade
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Pública Federal,UFGD,Universidade
699,FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,Pública Federal,UNIR,Universidade
8,UNIVERSIDADE FEDERAL DE VIÇOSA,Pública Federal,UFV,Universidade
572,UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,UFF,Universidade
579,UNIVERSIDADE FEDERAL DA PARAÍBA,Pública Federal,UFPB,Universidade
573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,Pública Federal,UFES,Universidade
585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Pública Federal,UFSC,Universidade
578,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,UFBA,Universidade
571,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,UFPR,Universidade
12,UNIVERSIDADE FEDERAL DO RIO GRANDE,Pública Federal,FURG,Universidade
19793,FACULDADE FADAM DE MARACANAÚ,Privada com fins lucrativos,FADAM,Faculdade
17688,FACULDADE FADAM,Privada com fins lucrativos,FADAM,Faculdade
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,Pública Federal,UFRPE,Universidade
15001,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,Pública Federal,UNILA,Universidade
577,UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,UFAL,Universidade
3430,Faculdade Uberlandense de Núcleos Integrados de Ensino Serviço Social e Aprendizagem,Privada sem fins lucrativos,FAESSA,Faculdade
17014,CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,Privada sem fins lucrativos,CSEJCDA,Faculdade
17025,Faculdade de Educaçao Superior de Paragominas,Privada com fins lucrativos,FACESP,Faculdade
17565,FACULDADE DE CIÊNCIAS HUMANAS EXATAS E DA SAÚDE DO PIAUÍ,Privada com fins lucrativos,FAHESP,Faculdade
2753,Faculdade de Ciências Educacionais de Capim Grosso,Privada com fins lucrativos,FCG,Faculdade
1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,Pública Estadual,UENF,Universidade
20322,Escola de Ensino Superior do Agreste Paraibano,Privada com fins lucrativos,EESAP,Faculdade
17115,FACULDADE TRÊS MARIAS,Privada com fins lucrativos,FTM,Faculdade
3189, INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE MINAS GERAIS,Pública Federal,IFMG,Instituto Federal de Educaçao Ciência e Tecnologia
576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Pública Federal,UFJF,Universidade
17200,Faculdade Brasileira de Tributaçao,Privada com fins lucrativos,FBT,Faculdade
1059,FACULDADE LOURENÇO FILHO,Privada com fins lucrativos,FLF,Faculdade
13106,FACULDADE DE TECNOLOGIA LOURENÇO FILHO,Privada com fins lucrativos,FATEC FLF,Faculdade
17288,Faculdade Teológica Betânia,Privada sem fins lucrativos,FATEBE,Faculdade
600, INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANH?O,Pública Federal,IFMA,Instituto Federal de Educaçao Ciência e Tecnologia
17326,FACULDADE GIANNA BERETTA,Privada com fins lucrativos,,Faculdade
2624,FACULDADE DO LITORAL PARANAENSE,Privada com fins lucrativos,FLP,Faculdade
2202,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA,Privada com fins lucrativos,ISEPE Guaratuba,Faculdade
2135,CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,Privada sem fins lucrativos,UNICATÓLICA,Centro Universitário
17352,Faculdade de Educaçao Memorial Adelaide Franco,Privada com fins lucrativos,FEMAF,Faculdade
19883,Faculdade Sul Paulista de Itanhaém,Privada com fins lucrativos,FASUPI,Faculdade
17400,Faculdade Menino Deus,Privada com fins lucrativos,FAMED,Faculdade
17401,Faculdade de Tecnologia CNA,Privada sem fins lucrativos,FATECNA,Faculdade
19171,Faculdade de Teologia Fortaleza - FATEFOR,Privada sem fins lucrativos,FATEFOR,Faculdade
17405,FACULDADE AFONSO MAFRENSE,Privada com fins lucrativos,FAM,Faculdade
5077,UNIVERSIDADE ESTADUAL DE RORAIMA,Pública Estadual,UERR,Universidade
55,UNIVERSIDADE DE SÃO PAULO,Pública Estadual,USP,Universidade
17487,Faculdade Metropolitana do Marajó,Privada com fins lucrativos,FAMMA,Faculdade
17559,FACULDADE LOGOS,Privada com fins lucrativos,FALOG,Faculdade
17490,FACULDADE JOÃO PAULO II,Privada com fins lucrativos,FAJOP,Faculdade
17499,Faculdade Vidal de Limoeiro,Privada com fins lucrativos,FAVILI,Faculdade
785,FACULDADE DE EDUCAÇÃO DE TANGARÁ DA SERRA,Privada com fins lucrativos,,Faculdade
17874,Faculdade de Educaçao Superior de Tangará da Serra,Privada com fins lucrativos,FAEST,Faculdade
361,Faculdade Paulista de Serviço Social de Sao Caetano do Sul,Privada sem fins lucrativos,FAPSS,Faculdade
17553,Faculdade Waldir Filho,Privada com fins lucrativos,,Faculdade
17590,Faculdade ISAE BRASIL,Privada sem fins lucrativos,ISAE,Faculdade
17598,FACULDADE PROF. WLADEMIR DOS SANTOS,Privada com fins lucrativos,WLASAN,Faculdade
17628,Faculdade do Maciço do Baturité,Privada com fins lucrativos,FMB,Faculdade
17657,Faculdade Professor Daltro,Privada sem fins lucrativos,,Faculdade
19866,Faculdade EduCareMT,Privada com fins lucrativos,EDUCARE,Faculdade
17666,Faculdade Pitágoras Unidade Paragominas,Privada com fins lucrativos,FPUP,Faculdade
17667,Faculdade Metropolitana de Paraupebas,Privada com fins lucrativos,,Faculdade
17670,Faculdade de Quixeramobim,Privada com fins lucrativos,UniQ,Faculdade
17672,ESCOLA DE DIREITO DO BRASIL,Privada com fins lucrativos,EDIRB,Faculdade
17889,FACULDADE IBG,Privada com fins lucrativos,IBG,Faculdade
17674,Faculdade de Educaçao de Sao Mateus,Privada com fins lucrativos,,Faculdade
17715,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,Privada com fins lucrativos,FACESP,Faculdade
17731,FACULDADE SESI-SP DE EDUCAÇÃO,Privada sem fins lucrativos,FASESP,Faculdade
17738,Faculdade Cesgranrio,Privada sem fins lucrativos,FACESGRANRIO,Faculdade
1767,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,Privada com fins lucrativos,,Faculdade
1731,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,Privada com fins lucrativos,,Faculdade
781,FACULDADE DE RONDONÓPOLIS,Privada com fins lucrativos,,Faculdade
1587,FACULDADES INTEGRADAS DE TANGARÁ DA SERRA,Privada com fins lucrativos,FITS,Faculdade
1442,FACULDADE DE DIREITO DE TANGARÁ DA SERRA,Privada com fins lucrativos,,Faculdade
2974,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE,Privada com fins lucrativos,,Faculdade
2973,FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE,Privada com fins lucrativos,,Faculdade
2944,FACULDADE DO SUL,Privada com fins lucrativos,,Faculdade
2794,FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO,Privada com fins lucrativos,FAIESP,Faculdade
2791,FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE,Privada com fins lucrativos,,Faculdade
2005,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,Privada com fins lucrativos,FACISAS,Faculdade
2754,FACULDADE SÃO PAULO,Privada com fins lucrativos,FSP,Faculdade
17749,Faculdade América,Privada com fins lucrativos,América,Faculdade
976,FACULDADES INTEGRADAS DE PONTA PORÃ,Privada sem fins lucrativos,FIP,Faculdade
940,Faculdades Magsul,Privada sem fins lucrativos,FAMAG,Faculdade
17758,Faculdade Euclides da Cunha,Privada com fins lucrativos,FAEC,Faculdade
17763,Faculdade SENAI da Paraíba,Privada sem fins lucrativos,,Faculdade
2266,FACULDADE CAMBURY DE FORMOSA,Privada com fins lucrativos,CAMBURY,Faculdade
18059,FACULDADE SANTO ANTONIO DE QUEIMADAS,Privada com fins lucrativos,FSAQ,Faculdade
2246,FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA,Privada com fins lucrativos,FAMEC,Faculdade
1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,Privada sem fins lucrativos,IMMES,Faculdade
17831,Faculdade de Tecnologia e Negócios de Catalao,Privada com fins lucrativos,FATENC,Faculdade
17854,FACULDADE CAPITAL FEDERAL,Privada com fins lucrativos,FECAF,Faculdade
17876,FACULDADE ESPÍRITO SANTO,Privada sem fins lucrativos,FAES,Faculdade
17882,FACULDADE ESCOLA POLITÉCNICA DE INOVAÇÃO E CONHECIMENTO APLICADO,Privada com fins lucrativos,ÉPICA,Faculdade
17886,Faculdade de Educaçao Sul do Piauí,Privada com fins lucrativos,,Faculdade
17887,Faculdade de Ciências Médicas de Sao José dos Campos,Privada com fins lucrativos,,Faculdade
18253,FACULDADE VALE DO AÇO,Privada com fins lucrativos,FAVALE,Faculdade
4199,Faculdade JK Brasília - Recanto das Emas II,Privada sem fins lucrativos,,Faculdade
4042,Faculdade JK Brasília - Recanto das Emas,Privada com fins lucrativos,JK BSB RE,Faculdade
18035,Escola Brasileira de Medicina Chinesa,Privada sem fins lucrativos,EBRAMEC,Faculdade
17926,Faculdade de Ensino Superior Paschoal Dantas,Privada com fins lucrativos,,Faculdade
19586,FACULDADE UNITÀ,Privada com fins lucrativos,UNITÀ,Faculdade
17928,Faculdade Aliança Educacional do Estado de Sao Paulo,Privada com fins lucrativos,,Faculdade
4632,FACULDADE IDEAU DE CAXIAS DO SUL,Privada com fins lucrativos,IDEAU,Faculdade
11604,FACULDADE SANTA RITA DE CHAPECÓ,Privada sem fins lucrativos,,Faculdade
4633,Faculdade IDEAU de Passo Fundo,Privada com fins lucrativos,IDEAU,Faculdade
13359,FACULDADE IDEAU DE BAGÉ,Privada com fins lucrativos,IDEAU,Faculdade
18025,FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ,Privada com fins lucrativos,FACESC,Faculdade
19374,FACULDADE SANTA LUZIA,Privada com fins lucrativos,FSL,Faculdade
17982,Faculdade Rhema,Privada com fins lucrativos,FACUR,Faculdade
18106,FACULDADE COELHO NETO,Privada com fins lucrativos,FACNET,Faculdade
18019,Faculdade do Educador,Privada sem fins lucrativos,FEDUC,Faculdade
18046,FACULDADE ILAPEO,Privada com fins lucrativos,ILAPEO,Faculdade
18034,Centro de Ensino Superior Riograndese,Privada com fins lucrativos,CESURG,Faculdade
18062,Faculdade Marechal Rondon,Privada sem fins lucrativos,,Faculdade
18067,CISNE - Faculdade Tecnológica de Quixadá,Privada com fins lucrativos,CFTQ,Faculdade
18065,CISNE - FACULDADE DE QUIXADÁ,Privada com fins lucrativos,CFQ,Faculdade
18072,FACULDADE CEAT,Privada sem fins lucrativos,FACEAT,Faculdade
18051,Faculdades de Ciências e Tecnologia do Nordeste LTDA,Privada com fins lucrativos,FACINE,Faculdade
18073,Faculdade Fasipe Cuiabá,Privada com fins lucrativos,FFC,Faculdade
18077,Faculdade Cosmopolita,Privada com fins lucrativos,,Faculdade
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,Pública Federal,UFERSA,Universidade
19130,FACULDADE SERRA GERAL,Privada com fins lucrativos,FASG,Faculdade
18148,FACULDADE CONHECIMENTO & CIÊNCIA,Privada com fins lucrativos,FCC,Faculdade
18114,Faculdade Fasipe Mato Grosso,Privada com fins lucrativos,FFMT,Faculdade
18288,Faculdade Latino-americana,Privada sem fins lucrativos,FLAM,Faculdade
18133,Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA,Privada com fins lucrativos,FACUNICAMPS,Faculdade
18165,Fundaçao Universidade Virtual do Estado de Sao Paulo,Pública Estadual,UNIVESP,Universidade
18167,Faculdade CEPEP,Privada sem fins lucrativos,,Faculdade
18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,Privada com fins lucrativos,FACIGMA,Faculdade
2827,FACULDADE EVANGÉLICA DO PIAUI,Privada com fins lucrativos,FAEPI,Faculdade
21995,Faculdade de Tecnologia Senac Curitiba,Privada sem fins lucrativos,,Faculdade
21821,Faculdade de Tecnologia Senac Maringá,Privada sem fins lucrativos,,Faculdade
18319,FACULDADES INTEGRADAS VITAL BRAZIL,Privada com fins lucrativos,FVB,Faculdade
1292,Centro Universitário de Adamantina,Especial,FAI,Centro Universitário
3939,FACULDADE ALIANÇA DE ITABERAI,Privada com fins lucrativos,,Faculdade
18478,Faculdade Paulo Picanço,Privada com fins lucrativos,FACPP,Faculdade
18799,Faculdade Itataia,Privada sem fins lucrativos,FACIT,Faculdade
18463,FACULDADE DE ADMINISTRAÇÃO  HUMANAS E EXATAS,Privada com fins lucrativos,FAHE,Faculdade
18509,FACULDADE SOLIDÁRIA DE SOBRADINHO,Privada sem fins lucrativos,FASOL,Faculdade
18372,FACULDADE SOLIDARIA DO OESTE PAULISTA,Privada sem fins lucrativos,FASOL,Faculdade
4780,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,Privada sem fins lucrativos,FACISA,Faculdade
2539,FACULDADE EVANGÉLICA DO MEIO NORTE,Privada sem fins lucrativos,FAEME,Faculdade
652,FACULDADE SANTA CECÍLIA,Privada sem fins lucrativos,FASC,Faculdade
3365,FACULDADE SÃO FRANCISCO DE JUAZEIRO,Privada com fins lucrativos,FASJ,Faculdade
18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,Pública Federal,UNIFESSPA,Universidade
19319,FACULDADE METROPOLITANA DE TERESINA,Privada com fins lucrativos,,Faculdade
18703,Faculdade JK Brasília Asa Sul II,Privada com fins lucrativos,JK,Faculdade
18616,FACULDADE ÁGORA - FAG,Privada com fins lucrativos,FAG,Faculdade
18637,Faculdade ImesMercosur,Privada sem fins lucrativos,ImesMercosur,Faculdade
1576,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,Privada sem fins lucrativos,FASERRA,Faculdade
18471,Faculdade de Ciências Médicas Aggeu Magalhaes,Privada com fins lucrativos,FAMA,Faculdade
2041,FACULDADE SUDAMÉRICA,Privada sem fins lucrativos,SUDAMÉRICA,Faculdade
2775,Faculdades Integradas Desembargador Sávio Brandao,Privada com fins lucrativos,FAUSB,Faculdade
2330,Faculdade Cândido Rondon,Privada com fins lucrativos,FCR,Faculdade
15445,FACULDADE DA INDÚSTRIA CURITIBA,Privada sem fins lucrativos,FAIND/CTBA,Faculdade
1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,Privada sem fins lucrativos,FAIND/SJP,Faculdade
18516,FACULDADE MIRIENSE,Privada com fins lucrativos,,Faculdade
18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,Pública Federal,UFOB,Universidade
19408,Faculdade AGES de Jacobina,Privada com fins lucrativos,Faculdade AGES,Faculdade
18735,Faculdade AGES de Lagarto,Privada com fins lucrativos,Faculdade AGES,Faculdade
18708,Faculdade AGES de Senhor do Bonfim,Privada com fins lucrativos,Faculdade AGES,Faculdade
18700,Faculdade AGES de Jeremoabo,Privada com fins lucrativos,AGES,Faculdade
18646,Faculdade Evoluçao do Vale do Acaraú,Privada com fins lucrativos,FAEVA,Faculdade
18623,FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO,Privada com fins lucrativos,FESCEMP,Faculdade
18659,Faculdade Pitágoras do Ceará,Privada com fins lucrativos,,Faculdade
18636,Faculdade da Regiao Sisaleira,Privada com fins lucrativos,FARESI,Faculdade
20607,Faculdade de Tecnologia e Ciências - FTC Petrolina,Privada com fins lucrativos,FTC Petrolina,Faculdade
20606,Faculdade de Tecnologia e Ciências,Privada com fins lucrativos,FTC Juazeiro,Faculdade
18711,Faculdade de Tecnologia e Ciências,Privada com fins lucrativos,FTC Sao Paulo,Faculdade
1738,Faculdade Sao Lucas Porto Velho,Privada com fins lucrativos,FSL,Faculdade
450,Centro Universitário Sao Lucas Ji-Paraná,Privada com fins lucrativos,UniSL,Centro Universitário
18667,FACULDADE SÃO LUCAS DE CAÇAPAVA,Privada com fins lucrativos,FSL,Faculdade
18684,Faculdade Santa Teresa,Privada com fins lucrativos,,Faculdade
18729,Faculdade Latino Americano de Educaçao,Privada com fins lucrativos,FLAED,Faculdade
22101,Faculdade de Educaçao de Patos de Minas,Privada com fins lucrativos,FAEP,Faculdade
18749,Faculdade de Elesbao Veloso,Privada com fins lucrativos,FAEVE,Faculdade
19325,Faculdade do Centro Oeste Paulista,Privada com fins lucrativos,FACOP,Faculdade
1716,Centro Universitário Uniao das Américas,Privada sem fins lucrativos,UNIAMÉRICA,Centro Universitário
18759,UNIVERSIDADE FEDERAL DO CARIRI,Pública Federal,UFCA,Universidade
1809, INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE PERNAMBUCO,Pública Federal,IFPE,Instituto Federal de Educaçao Ciência e Tecnologia
1932,FACULDADE PALOTINA,Privada sem fins lucrativos,FAPAS,Faculdade
18812,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,Pública Federal,UFSB,Universidade
3232,FI - FACULDADE IGUAÇU,Privada com fins lucrativos,FI,Faculdade
18814,Faculdade Ibiapaba,Privada com fins lucrativos,,Faculdade
12748,FETAC - FACULDADE DE EDUCAÇÃO  TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ,Privada com fins lucrativos,FETAC,Faculdade
1933,FACULDADE BIRIGUI,Privada com fins lucrativos,FABI,Faculdade
516,CENTRO UNIVERSITÁRIO DO RIO DE JANEIRO,Privada sem fins lucrativos,UNIRJ,Centro Universitário
493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ,Privada sem fins lucrativos,FACEG,Faculdade
225,FACULDADE DE SANTO ANDRÉ,Privada sem fins lucrativos,,Faculdade
492,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,Privada sem fins lucrativos,FACEAG,Faculdade
1835,Faculdade de Colinas do Tocantins,Privada com fins lucrativos,,Faculdade
994,Faculdade de Duque de Caxias,Privada sem fins lucrativos,FDC,Faculdade
1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,Privada com fins lucrativos,IESB,Faculdade
1804,FACULDADE DE MAUÁ - FAMA,Privada sem fins lucrativos,FAMA,Faculdade
915,FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL,Privada sem fins lucrativos,FAFS,Faculdade
5217,FACULDADES INTEGRADAS PAULISTA,Privada com fins lucrativos,FIP,Faculdade
886,FACULDADE DE HORTOLÂNDIA,Privada com fins lucrativos,FACH,Faculdade
1711,FACULDADE DE PRESIDENTE PRUDENTE,Privada com fins lucrativos,FAPEPE,Faculdade
1686,FACULDADE BARDDAL DE ARTES APLICADAS,Privada com fins lucrativos,,Faculdade
4681,FACULDADE CENTRO PAULISTANO,Privada sem fins lucrativos,,Faculdade
202,FACULDADE DO RIO DE JANEIRO,Privada com fins lucrativos,,Faculdade
4442,ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA,Privada com fins lucrativos,ESPA,Faculdade
4293,FACULDADE DE TIETÊ,Privada com fins lucrativos,,Faculdade
1619,FACULDADE DE OLÍMPIA,Privada com fins lucrativos,,Faculdade
416,FACULDADE DE SÃO PAULO,Privada com fins lucrativos,FASP,Faculdade
779,FACULDADE DE PONTA PORÃ,Privada com fins lucrativos,FAP,Faculdade
4029,FACULDADE DE SANTA BÁRBARA D'OESTE,Privada com fins lucrativos,FAP,Faculdade
1581,FACULDADE DE SANTA LUZIA,Privada sem fins lucrativos,FACSAL,Faculdade
1562,FACULDADE DE ILHA SOLTEIRA,Privada sem fins lucrativos,FAISA,Faculdade
1545,FACULDADE DE BOITUVA,Privada sem fins lucrativos,FIB,Faculdade
3793,FACULDADE DE FRUTAL,Privada com fins lucrativos,FAF,Faculdade
723,FACULDADE DE ADMINISTRAÇÃO DE ASSIS,Privada sem fins lucrativos,FAA,Faculdade
3743,FACULDADE DE JACAREÍ,Privada com fins lucrativos,,Faculdade
722,ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS,Privada sem fins lucrativos,EEFA,Faculdade
721,FACULDADE DE EDUCAÇÃO DE ASSIS,Privada sem fins lucrativos,FAEDA,Faculdade
1465,FACULDADE DE RIBEIRÃO PRETO,Privada com fins lucrativos,AFARP,Faculdade
1463,FACULDADE DE BARUERI,Privada sem fins lucrativos,FCGB,Faculdade
3513,FACULDADE DE PRESIDENTE VENCESLAU,Privada com fins lucrativos,FAPREV,Faculdade
3456,FACULDADE POLITÉCNICA DE CAMPINAS,Privada sem fins lucrativos,POLICAMP,Faculdade
371,FACULDADE DE MÚSICA CARLOS GOMES,Privada com fins lucrativos,FMCG,Faculdade
3400,FACULDADE DE PENÁPOLIS,Privada com fins lucrativos,,Faculdade
1449,FACULDADE DE IBAITI,Privada sem fins lucrativos,FEATI,Faculdade
3230,FACULDADE LUIZ EDUARDO MAGALHÃES,Privada sem fins lucrativos,FILEM,Faculdade
3186,FACULDADE DE SÃO ROQUE,Privada com fins lucrativos,FAEV,Faculdade
2927,FACULDADE DE BELO HORIZONTE,Privada com fins lucrativos,FDR,Faculdade
2891,FACULDADE BARÃO DE PIRATININGA,Privada com fins lucrativos,AES,Faculdade
2879,FACULDADE DE CAIEIRAS,Privada sem fins lucrativos,,Faculdade
339,FACULDADE DE JOÃO PESSOA (SANTA EMÍLIA DO RODAT),Privada sem fins lucrativos,,Faculdade
1313,FACULDADE DE SUZANO,Privada sem fins lucrativos,UNISUZ,Faculdade
1304,FACULDADE DE RIBEIRÃO PIRES,Privada sem fins lucrativos,,Faculdade
2530,FACULDADE DE GUARULHOS,Privada com fins lucrativos,FAG,Faculdade
1291,FACULDADE DE SANTO ANTONIO DA PLATINA,Privada com fins lucrativos,,Faculdade
1275,FACULDADE DO GUARUJÁ,Privada com fins lucrativos,FAGU,Faculdade
1247,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,Privada sem fins lucrativos,FACINAN,Faculdade
2257,FACULDADE DIADEMA,Privada sem fins lucrativos,FAD,Faculdade
1213,FACULDADE FLEMING,Privada sem fins lucrativos,SEF,Faculdade
1212,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,Privada sem fins lucrativos,FCCA,Faculdade
1194,FACULDADE DE TECNOLOGIA DE PONTA PORÃ,Privada com fins lucrativos,FATEP,Faculdade
17839,FACULDADE DE DRACENA,Privada com fins lucrativos,,Faculdade
2131,FACULDADE DE SÃO BERNARDO DO CAMPO,Privada com fins lucrativos,FAPAN,Faculdade
270,FACULDADE DE TUPÃ,Privada com fins lucrativos,,Faculdade
2054,FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA,Privada sem fins lucrativos,FENA,Faculdade
2039,FACULDADE CIDADE LUZ,Privada com fins lucrativos,FACILUZ,Faculdade
2009,FACULDADE DE TAQUARITINGA,Privada com fins lucrativos,FTGA,Faculdade
1118,FACULDADE DE MIRASSOL,Privada com fins lucrativos,,Faculdade
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,Privada com fins lucrativos,FAPE,Faculdade
362,FACULDADE PAULISTA DE SERVIÇO SOCIAL,Privada com fins lucrativos,FAPSS-SP.,Faculdade
18826,Faculdade FILOS,Privada com fins lucrativos,,Faculdade
19210,Faculdades Integradas de Taguaí,Privada com fins lucrativos,FIT,Faculdade
2015,INSTITUTO SANTO TOMÁS DE AQUINO,Privada sem fins lucrativos,ISTA,Faculdade
19281,FACULDADE ATAME,Privada com fins lucrativos,ATAME,Faculdade
18896,Soberana Faculdade de Saúde de Petrolina,Privada com fins lucrativos,SOBERANA,Faculdade
21685,Faculdade Gil Gal,Privada com fins lucrativos,GILGAL,Faculdade
4889,FACULDADE DE CONCHAS,Privada com fins lucrativos,,Faculdade
18952,Faculdade FAMART,Privada com fins lucrativos,,Faculdade
19251,FACULDADE PÓLIS CIVITAS,Privada com fins lucrativos,,Faculdade
19173,FACULDADES INTEGRADAS DO CEARÁ - UniFIC,Privada com fins lucrativos,FACULDADE UniFIC,Faculdade
19049,FACULDADE INTEGRADA DE VILA VELHA,Privada com fins lucrativos,MULTIVIX VILA V,Faculdade
18979,FACULDADE CAPIXABA DE VILA VELHA,Privada com fins lucrativos,MULTIVIX VILA V,Faculdade
19297,FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO,Privada com fins lucrativos,FAPIDE,Faculdade
18978,Faculdade Rebouças de Campina Grande,Privada com fins lucrativos,,Faculdade
19196,Faculdade IDD,Privada com fins lucrativos,IDD,Faculdade
19189,FIP - FACULDADE DE IPORÃ PARANÁ,Privada com fins lucrativos,FIP,Faculdade
19197,FACULDADE NIP DE CIÊNCIAS APLICADAS,Privada sem fins lucrativos,FANIP,Faculdade
19216,FACULDADE METROPOLITANA RECANTO DAS EMAS,Privada com fins lucrativos,FMRE,Faculdade
19198,FACULDADE DE TECNOLOGIA E EDUCAÇÃO DE GOIÁS,Privada com fins lucrativos,FATEG,Faculdade
19287,Faculdade do Centro Maranhense,Privada com fins lucrativos,FCMA,Faculdade
19219,FACULDADE DO DISTRITO FEDERAL,Privada com fins lucrativos,FACDF,Faculdade
21757,Faculdade Sul Mineira,Privada com fins lucrativos,FASULMG,Faculdade
19716,Faculdade Integral de Jaboatao dos Guararapes,Privada com fins lucrativos,FIJ,Faculdade
19369,Faculdade Martinho Lutero,Privada com fins lucrativos,FML,Faculdade
1866,Faculdade de Ciências Educacionais e Empresariais de Natal,Privada sem fins lucrativos,FACEN,Faculdade
2514,Faculdade de Ciências Educacionais do Rio Grande do Norte,Privada sem fins lucrativos,FACERN,Faculdade
19853,ATOPP BRASIL FACULDADE DE NEGÓCIOS,Privada com fins lucrativos,ATOPP BRASIL,Faculdade
19349,Faculdade do Instituto Panamericano,Privada com fins lucrativos,FACIPAN,Faculdade
19348,Faculdade de Tecnologia Ícone,Privada com fins lucrativos,FACTI,Faculdade
19465,Faculdade Metropolitana de Petrolina,Privada com fins lucrativos,FAM,Faculdade
19476,EMGE - ESCOLA DE ENGENHARIA,Privada sem fins lucrativos,,Faculdade
20481,Faculdade de Bragança,Privada com fins lucrativos,FABRA,Faculdade
1956,FACULDADE REGIONAL BRASILEIRA - MACEIÓ,Privada sem fins lucrativos,IBESA,Faculdade
15428,Faculdade UNIRB - NATAL,Privada sem fins lucrativos,F. UNIRB,Faculdade
3182,Faculdade UNIRB - ARAPIRACA,Privada com fins lucrativos,F. UNIRB,Faculdade
2444,Faculdade Unirb - Barreiras,Privada sem fins lucrativos,F. UNIRB,Faculdade
17896,FACULDADE BRASILEIRA DE TECNOLOGIA,Privada com fins lucrativos,FBT,Faculdade
19963,FACULDADE DE ODONTOLOGIA DO NORTE DE MINAS,Privada com fins lucrativos,FACIONORTE,Faculdade
19670,Faculdade de Ciências da Saúde Moinhos de Vento,Privada sem fins lucrativos,FACSMV,Faculdade
